_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,antecedent,antecedent:confidence,orig_antecedent,antecedent_gold,option1,option2,option3,option4,option5
831006471,false,finalized,5,11/21/2015 04:09:28,kick a field goal,0.6154,It is second down and 3. The ball is on your opponent's 1 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006472,false,finalized,5,11/20/2015 03:35:55,kick a field goal,0.7848,It is second down and 3. The ball is on your opponent's 5 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006473,false,finalized,5,11/18/2015 21:23:31,kick a field goal,0.6153,It is second down and 3. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006474,false,finalized,5,11/21/2015 12:56:51,kick a field goal,0.8008,It is second down and 3. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006475,false,finalized,5,11/20/2015 20:33:51,pass,0.3926,It is second down and 3. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006476,false,finalized,5,11/19/2015 07:24:31,kneel down,0.5888,It is second down and 3. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006478,false,finalized,5,11/21/2015 04:01:12,run,0.819,It is second down and 3. The ball is on your opponent's 1 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006479,false,finalized,5,11/21/2015 02:40:44,run,1.0,It is second down and 3. The ball is on your opponent's 5 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006480,false,finalized,5,11/20/2015 23:22:47,run,1.0,It is second down and 3. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006481,false,finalized,5,11/19/2015 18:02:51,run,0.8,It is second down and 3. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006482,false,finalized,5,11/19/2015 06:05:25,run,0.8076,It is second down and 3. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006483,false,finalized,5,11/18/2015 23:23:14,pass,0.6176,It is second down and 3. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006484,false,finalized,5,11/18/2015 21:12:37,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006485,false,finalized,5,11/21/2015 10:49:15,run,0.7881,It is second down and 3. The ball is on your opponent's 5 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006486,false,finalized,5,11/19/2015 03:15:51,Don't know / it depends,0.5842,It is second down and 3. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006487,false,finalized,5,11/18/2015 22:15:04,run,1.0,It is second down and 3. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006488,false,finalized,5,11/19/2015 01:09:00,run,0.4067,It is second down and 3. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006489,false,finalized,5,11/20/2015 20:44:06,run,0.8095,It is second down and 3. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006490,false,finalized,5,11/18/2015 21:23:49,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006491,false,finalized,5,11/21/2015 03:54:57,run,0.8037,It is second down and 3. The ball is on your opponent's 5 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006492,false,finalized,5,11/18/2015 21:55:57,run,0.7991,It is second down and 3. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006493,false,finalized,5,11/19/2015 04:25:21,run,0.4314,It is second down and 3. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006494,false,finalized,5,11/21/2015 20:30:39,run,0.6215,It is second down and 3. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006495,false,finalized,5,11/21/2015 02:40:44,run,1.0,It is second down and 3. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006496,false,finalized,5,11/21/2015 03:10:25,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006497,false,finalized,5,11/21/2015 03:31:31,run,1.0,It is second down and 3. The ball is on your opponent's 5 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006498,false,finalized,5,11/21/2015 16:43:09,run,0.4102,It is second down and 3. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006499,false,finalized,5,11/19/2015 18:54:22,run,1.0,It is second down and 3. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006500,false,finalized,5,11/21/2015 19:23:06,run,0.7894,It is second down and 3. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006501,false,finalized,5,11/19/2015 10:06:35,run,0.8187,It is second down and 3. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006502,false,finalized,5,11/21/2015 04:29:32,run,0.5922,It is second down and 3. The ball is on your opponent's 1 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006503,false,finalized,5,11/20/2015 13:29:13,run,1.0,It is second down and 3. The ball is on your opponent's 5 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006504,false,finalized,5,11/18/2015 21:42:50,run,1.0,It is second down and 3. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006505,false,finalized,5,11/20/2015 18:31:08,run,0.5934,It is second down and 3. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006506,false,finalized,5,11/19/2015 09:47:49,pass,0.5973,It is second down and 3. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006507,false,finalized,5,11/21/2015 14:38:31,run,0.8085,It is second down and 3. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006508,false,finalized,5,11/20/2015 21:31:20,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006509,false,finalized,5,11/20/2015 12:10:21,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006510,false,finalized,5,11/19/2015 15:23:07,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006511,false,finalized,5,11/20/2015 12:13:48,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006512,false,finalized,5,11/20/2015 14:57:21,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006513,false,finalized,5,11/20/2015 21:32:00,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006514,false,finalized,5,11/21/2015 05:03:26,run,0.585,It is second down and 3. The ball is on your opponent's 1 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006515,false,finalized,5,11/20/2015 22:01:57,run,0.7957,It is second down and 3. The ball is on your opponent's 1 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006516,false,finalized,5,11/21/2015 02:49:29,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006517,false,finalized,5,11/20/2015 12:05:32,run,1.0,It is second down and 3. The ball is on your opponent's 1 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006518,false,finalized,5,11/18/2015 21:09:25,run,0.8,It is second down and 3. The ball is on your opponent's 5 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006519,false,finalized,5,11/18/2015 21:58:18,run,0.8024,It is second down and 3. The ball is on your opponent's 5 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006520,false,finalized,5,11/19/2015 02:54:39,run,0.8137,It is second down and 3. The ball is on your opponent's 5 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006521,false,finalized,5,11/20/2015 22:01:57,run,0.7957,It is second down and 3. The ball is on your opponent's 5 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006522,false,finalized,5,11/20/2015 18:20:26,run,1.0,It is second down and 3. The ball is on your opponent's 5 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006523,false,finalized,5,11/21/2015 19:04:19,run,0.8002,It is second down and 3. The ball is on your opponent's 5 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006524,false,finalized,5,11/21/2015 14:44:09,pass,0.5915,It is second down and 3. The ball is on your opponent's 5 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006525,false,finalized,5,11/20/2015 21:16:19,run,1.0,It is second down and 3. The ball is on your opponent's 5 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006526,false,finalized,5,11/21/2015 20:57:44,run,0.6162,It is second down and 3. The ball is on your opponent's 5 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006527,false,finalized,5,11/19/2015 01:12:02,run,0.6,It is second down and 3. The ball is on your opponent's 5 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006528,false,finalized,5,11/21/2015 01:18:37,run,0.6091,It is second down and 3. The ball is on your opponent's 20 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006529,false,finalized,5,11/21/2015 03:42:55,run,0.7963,It is second down and 3. The ball is on your opponent's 20 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006530,false,finalized,5,11/19/2015 15:23:07,run,0.5784,It is second down and 3. The ball is on your opponent's 20 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006531,false,finalized,5,11/21/2015 18:44:50,Don't know / it depends,0.4275,It is second down and 3. The ball is on your opponent's 20 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006532,false,finalized,5,11/20/2015 20:45:19,run,0.6255,It is second down and 3. The ball is on your opponent's 20 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006533,false,finalized,5,11/19/2015 07:18:33,run,0.6056,It is second down and 3. The ball is on your opponent's 20 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006534,false,finalized,5,11/19/2015 15:11:14,pass,0.4175,It is second down and 3. The ball is on your opponent's 20 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006535,false,finalized,5,11/18/2015 22:40:15,pass,0.5895,It is second down and 3. The ball is on your opponent's 20 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006536,false,finalized,5,11/21/2015 12:23:56,run,0.6205,It is second down and 3. The ball is on your opponent's 20 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006537,false,finalized,5,11/20/2015 22:10:48,run,1.0,It is second down and 3. The ball is on your opponent's 20 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006538,false,finalized,5,11/20/2015 17:16:10,pass,0.7994,It is second down and 3. The ball is on your opponent's 40 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006539,false,finalized,5,11/21/2015 12:56:51,run,0.6185,It is second down and 3. The ball is on your opponent's 40 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006540,false,finalized,5,11/19/2015 17:15:21,run,0.7921,It is second down and 3. The ball is on your opponent's 40 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006541,false,finalized,5,11/19/2015 02:13:24,run,0.4231,It is second down and 3. The ball is on your opponent's 40 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006542,false,finalized,5,11/18/2015 23:39:00,pass,0.402,It is second down and 3. The ball is on your opponent's 40 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006543,false,finalized,5,11/20/2015 19:45:02,pass,0.8,It is second down and 3. The ball is on your opponent's 40 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006544,false,finalized,5,11/21/2015 02:57:44,run,0.5893,It is second down and 3. The ball is on your opponent's 40 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006545,false,finalized,5,11/20/2015 12:10:21,pass,0.6061,It is second down and 3. The ball is on your opponent's 40 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006546,false,finalized,5,11/21/2015 08:01:50,run,0.585,It is second down and 3. The ball is on your opponent's 40 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006547,false,finalized,5,11/20/2015 00:50:34,run,1.0,It is second down and 3. The ball is on your opponent's 40 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006548,false,finalized,5,11/21/2015 14:17:22,pass,0.8205,It is second down and 3. The ball is on your 45 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006549,false,finalized,5,11/20/2015 23:58:22,run,0.8104,It is second down and 3. The ball is on your 45 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006550,false,finalized,5,11/21/2015 19:27:42,run,0.8013,It is second down and 3. The ball is on your 45 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006551,false,finalized,5,11/19/2015 19:32:13,run,0.6081,It is second down and 3. The ball is on your 45 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006552,false,finalized,5,11/19/2015 15:37:22,run,0.7941,It is second down and 3. The ball is on your 45 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006553,false,finalized,5,11/19/2015 07:32:03,run,1.0,It is second down and 3. The ball is on your 45 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006554,false,finalized,5,11/20/2015 13:35:00,run,0.8127,It is second down and 3. The ball is on your 45 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006555,false,finalized,5,11/21/2015 02:45:24,run,0.6084,It is second down and 3. The ball is on your 45 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006556,false,finalized,5,11/21/2015 19:27:42,run,0.8013,It is second down and 3. The ball is on your 45 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006557,false,finalized,5,11/19/2015 05:23:03,run,0.6161,It is second down and 3. The ball is on your 45 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006558,false,finalized,5,11/21/2015 16:43:09,run,0.4102,It is second down and 3. The ball is on your 20 yardline. Would you:,, punt, kick a field goal, run, pass, kneel down
831006559,false,finalized,5,11/20/2015 16:36:44,run,0.611,It is second down and 3. The ball is on your 20 yardline. It is the second quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006560,false,finalized,5,11/21/2015 03:10:25,run,0.5844,It is second down and 3. The ball is on your 20 yardline. It is the third quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006561,false,finalized,5,11/20/2015 19:10:50,pass,0.5862,It is second down and 3. The ball is on your 20 yardline. It is the fourth quarter. Would you:,, punt, kick a field goal, run, pass, kneel down
831006562,false,finalized,5,11/21/2015 00:12:58,run,0.6003,It is second down and 3. The ball is on your 20 yardline. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006563,false,finalized,5,11/19/2015 02:54:39,run,0.8137,It is second down and 3. The ball is on your 20 yardline. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006564,false,finalized,5,11/18/2015 21:25:56,run,0.614,It is second down and 3. The ball is on your 20 yardline. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006565,false,finalized,5,11/20/2015 21:20:02,pass,0.8,It is second down and 3. The ball is on your 20 yardline. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006566,false,finalized,5,11/21/2015 16:07:38,run,0.8122,It is second down and 3. The ball is on your 20 yardline. You are up by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006567,false,finalized,5,11/21/2015 17:21:04,run,0.415,It is second down and 3. The ball is on your 20 yardline. You are up by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006568,false,finalized,5,11/18/2015 21:10:34,pass,1.0,It is second down and 8. Would you:,, punt, kick a field goal, run, pass, kneel down
831006569,false,finalized,5,11/19/2015 17:56:51,Don't know / it depends,0.7909, You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006570,false,finalized,5,11/19/2015 13:41:34,pass,0.816,It is second down and 8. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006571,false,finalized,5,11/20/2015 07:36:03,pass,0.627,It is second down and 8. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006572,false,finalized,5,11/18/2015 21:09:25,pass,1.0,It is second down and 8. The ball is on your 45 yardline. It is the first quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006573,false,finalized,5,11/19/2015 19:32:13,pass,1.0,It is second down and 8. The ball is on your 20 yardline. It is the first quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006574,false,finalized,5,11/19/2015 11:22:34,kick a field goal,1.0,It is second down and 8. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006575,false,finalized,5,11/21/2015 02:41:07,kick a field goal,0.615,It is second down and 8. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006576,false,finalized,5,11/21/2015 03:50:47,pass,0.6168,It is second down and 8. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006577,false,finalized,5,11/21/2015 11:53:46,pass,0.5834,It is second down and 8. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006578,false,finalized,5,11/21/2015 03:56:10,pass,0.6204,It is second down and 8. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006579,false,finalized,5,11/19/2015 02:13:24,pass,0.3942,It is second down and 8. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006580,false,finalized,5,11/19/2015 07:37:46,pass,0.8073,It is second down and 8. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006581,false,finalized,5,11/21/2015 17:10:37,pass,1.0,It is second down and 8. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006582,false,finalized,5,11/18/2015 21:08:48,pass,0.7757,It is second down and 8. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006583,false,finalized,5,11/20/2015 16:36:44,pass,0.8138,It is second down and 8. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006584,false,finalized,5,11/20/2015 13:20:38,pass,0.8026,It is second down and 8. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006585,false,finalized,5,11/21/2015 03:02:29,pass,1.0,It is second down and 8. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006586,false,finalized,5,11/20/2015 21:20:21,run,0.5889,It is second down and 8. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006587,false,finalized,5,11/21/2015 04:58:47,pass,0.5788,It is second down and 8. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006588,false,finalized,5,11/21/2015 18:26:50,run,0.4097,It is second down and 8. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006589,false,finalized,5,11/21/2015 02:42:39,pass,1.0,It is second down and 8. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006590,false,finalized,5,11/21/2015 14:31:53,pass,0.8085,It is second down and 8. The ball is on your opponent's 40 yardline. There is 3 seconds left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006591,false,finalized,5,11/21/2015 10:49:15,pass,0.6376,It is second down and 8. The ball is on your 45 yardline. There is 3 seconds left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006592,false,finalized,5,11/20/2015 17:28:58,pass,0.8265,It is second down and 8. The ball is on your 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006593,false,finalized,5,11/19/2015 10:06:35,pass,0.7901,It is second down and 8. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006594,false,finalized,5,11/18/2015 21:15:59,pass,1.0,It is second down and 8. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006595,false,finalized,5,11/21/2015 02:18:56,pass,1.0,It is second down and 8. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006596,false,finalized,5,11/20/2015 23:58:22,pass,0.6198,It is second down and 8. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006597,false,finalized,5,11/18/2015 23:01:07,pass,0.6095,It is second down and 8. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006598,false,finalized,5,11/19/2015 07:37:46,pass,0.8073,It is second down and 8. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006599,false,finalized,5,11/20/2015 12:53:11,pass,0.8055,It is second down and 8. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006600,false,finalized,5,11/20/2015 15:29:22,pass,1.0,It is second down and 8. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006601,false,finalized,5,11/20/2015 07:36:03,Don't know / it depends,0.6086, You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006602,false,finalized,5,11/21/2015 14:38:31,pass,0.8028,It is second down and 8. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006603,false,finalized,5,11/20/2015 19:04:03,pass,1.0,It is second down and 8. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006604,false,finalized,5,11/21/2015 03:56:10,run,0.6058,It is second down and 8. The ball is on your 45 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006605,false,finalized,5,11/20/2015 21:22:36,pass,1.0,It is second down and 8. The ball is on your 20 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006606,false,finalized,5,11/21/2015 00:54:50,kick a field goal,0.7869,It is second down and 8. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006607,false,finalized,5,11/20/2015 10:36:02,pass,0.8162,It is second down and 8. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006608,false,finalized,5,11/21/2015 03:54:57,kneel down,0.4112,It is second down and 8. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006609,false,finalized,5,11/19/2015 04:25:21,pass,0.8039,It is second down and 8. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006610,false,finalized,5,11/19/2015 01:12:02,pass,0.7951,It is second down and 8. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006611,false,finalized,5,11/20/2015 19:43:31,pass,0.8095,It is second down and 8. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831006612,false,finalized,5,11/20/2015 21:31:20,pass,0.6238,It is second down and 8. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
